,name,chrom,txStart,txEnd,name2,start,end
49381,NM_001225,chr11,104813592,104839301,CASP4,104803592,104849301
49392,NM_033306,chr11,104813592,104839301,CASP4,104803592,104849301
49506,NM_001243211,chr11,112013982,112034817,IL18,112003982,112044817
49509,NM_001562,chr11,112013982,112034817,IL18,112003982,112044817
49603,NM_001166598,chr11,116660082,116663136,APOA5,116650082,116673136
49604,NM_001318018,chr11,116706466,116708338,APOA1,116696466,116718338
49605,NM_001318017,chr11,116706466,116708338,APOA1,116696466,116718338
49606,NM_052968,chr11,116660082,116663136,APOA5,116650082,116673136
49607,NM_000482,chr11,116691415,116694020,APOA4,116681415,116704020
49608,NM_000040,chr11,116700622,116703788,APOC3,116690622,116713788
49609,NM_000039,chr11,116706466,116708338,APOA1,116696466,116718338
49611,NM_001318021,chr11,116706466,116708666,APOA1,116696466,116718666
49612,NM_001371904,chr11,116660082,116662595,APOA5,116650082,116672595
49623,NM_001207049,chr11,117155922,117166289,BACE1,117145922,117176289
49624,NM_001207048,chr11,117155922,117166289,BACE1,117145922,117176289
49764,NM_001142505,chr11,119020298,119033374,ABCG4,119010298,119043374
49768,NM_001348191,chr11,119019761,119033362,ABCG4,119009761,119043362
49771,NM_022169,chr11,119019761,119033362,ABCG4,119009761,119043362
49773,NM_001348192,chr11,119019761,119033362,ABCG4,119009761,119043362
50107,NM_014384,chr11,134123461,134135746,ACAD8,134113461,134145746
50169,NM_001377274,chr12,21950323,22094360,ABCC9,21940323,22104360
50170,NM_020297,chr12,21950323,22094360,ABCC9,21940323,22104360
50173,NM_005691,chr12,21950323,22094360,ABCC9,21940323,22104360
50176,NM_001377273,chr12,21950323,22094360,ABCC9,21940323,22104360
50203,NR_033422,chr12,51373566,51420167,SLC11A2,51363566,51430167
50204,NR_033421,chr12,51379774,51420167,SLC11A2,51369774,51430167
50208,NM_001174128,chr12,51379774,51420167,SLC11A2,51369774,51430167
50209,NM_001174127,chr12,51373566,51420167,SLC11A2,51363566,51430167
50210,NM_001174126,chr12,51373566,51420167,SLC11A2,51363566,51430167
50217,NM_000617,chr12,51379774,51420167,SLC11A2,51369774,51430167
50218,NM_001379455,chr12,51379774,51422669,SLC11A2,51369774,51432669
50227,NM_001379448,chr12,51373566,51402998,SLC11A2,51363566,51412998
50228,NM_001379447,chr12,51373566,51419933,SLC11A2,51363566,51429933
50229,NM_001379446,chr12,51373566,51422025,SLC11A2,51363566,51432025
50230,NM_001174125,chr12,51379774,51422025,SLC11A2,51369774,51432025
50231,NM_001174130,chr12,51379774,51402998,SLC11A2,51369774,51412998
50235,NM_001174129,chr12,51379774,51419924,SLC11A2,51369774,51429924
50236,NR_166668,chr12,51373189,51420167,SLC11A2,51363189,51430167
50237,NR_166669,chr12,51373189,51420167,SLC11A2,51363189,51430167
50238,NR_166670,chr12,51373566,51420167,SLC11A2,51363566,51430167
50336,NM_001136103,chr12,128751947,129192460,TMEM132C,128741947,129202460
50408,NM_001297553,chr12,6679247,6715617,CHD4,6669247,6725617
50410,NM_001273,chr12,6679247,6716545,CHD4,6669247,6726545
50411,NM_001363606,chr12,6679247,6716545,CHD4,6669247,6726545
50417,NM_001354346,chr12,7187522,7244489,C1R,7177522,7254489
50422,NM_001733,chr12,7187522,7245041,C1R,7177522,7255041
50436,NM_002864,chr12,9301435,9360991,PZP,9291435,9370991
50472,NM_002336,chr12,12268960,12419978,LRP6,12258960,12429978
50504,NM_000834,chr12,13690270,14134536,GRIN2B,13680270,14144536
50680,NM_198578,chr12,40618798,40763086,LRRK2,40608798,40773086
50806,NM_001173453,chr12,51487538,51566918,TFCP2,51477538,51576918
50811,NM_001173452,chr12,51487538,51566918,TFCP2,51477538,51576918
50812,NM_005653,chr12,51487439,51566918,TFCP2,51477439,51576918
50826,NM_001366556,chr12,53905837,54019774,ATF7,53895837,54029774
50827,NM_001206683,chr12,53936668,54019780,ATF7,53926668,54029780
50828,NM_001206682,chr12,53936668,54020199,ATF7,53926668,54030199
50829,NM_006856,chr12,53905837,54020166,ATF7,53895837,54030166
50833,NR_073163,chr12,53901639,54020166,ATF7,53891639,54030166
50838,NM_001366563,chr12,53936691,54019774,ATF7,53926691,54029774
50839,NM_001366562,chr12,53936691,54019774,ATF7,53926691,54029774
50841,NM_001366561,chr12,53905837,54020166,ATF7,53895837,54030166
50844,NM_001366558,chr12,53905837,54019774,ATF7,53895837,54029774
50845,NM_001366555,chr12,53905837,54020166,ATF7,53895837,54030166
50846,NM_001130060,chr12,53905837,54020166,ATF7,53895837,54030166
50880,NM_002332,chr12,57522265,57607125,LRP1,57512265,57617125
50917,NM_020700,chr12,63037773,63328930,PPM1H,63027773,63338930
50950,NM_000619,chr12,68548547,68553520,IFNG,68538547,68563520
51350,NM_001204213,chr12,117645946,117742857,NOS1,117635946,117752857
51351,NM_001204214,chr12,117645946,117747215,NOS1,117635946,117757215
51352,NM_000620,chr12,117645946,117799431,NOS1,117635946,117809431
51353,NM_001204218,chr12,117645946,117799607,NOS1,117635946,117809607
51416,NM_001367987,chr12,125261402,125348410,SCARB1,125251402,125358410
51417,NM_001367986,chr12,125261402,125348410,SCARB1,125251402,125358410
51418,NM_001367985,chr12,125261402,125348410,SCARB1,125251402,125358410
51419,NM_001082959,chr12,125261402,125348410,SCARB1,125251402,125358410
51422,NM_005505,chr12,125261402,125348410,SCARB1,125251402,125358410
51424,NM_001367983,chr12,125261402,125348410,SCARB1,125251402,125358410
51425,NM_001367982,chr12,125270248,125324217,SCARB1,125260248,125334217
51426,NM_001367981,chr12,125261402,125348410,SCARB1,125251402,125358410
51428,NM_001367989,chr12,125261402,125348410,SCARB1,125251402,125358410
51429,NM_001367988,chr12,125261402,125348410,SCARB1,125251402,125358410
51430,NR_160424,chr12,125261402,125348410,SCARB1,125251402,125358410
51431,NR_160423,chr12,125261402,125348410,SCARB1,125251402,125358410
51432,NR_160422,chr12,125261402,125348410,SCARB1,125251402,125358410
51433,NR_160421,chr12,125261402,125348410,SCARB1,125251402,125358410
51434,NR_160419,chr12,125261402,125348410,SCARB1,125251402,125358410
51437,NM_001367984,chr12,125261402,125348410,SCARB1,125251402,125358410
51438,NR_160420,chr12,125261402,125348410,SCARB1,125251402,125358410
51439,NR_160418,chr12,125261402,125348410,SCARB1,125251402,125358410
51440,NR_160417,chr12,125261402,125348410,SCARB1,125251402,125358410
51441,NR_160416,chr12,125261402,125348410,SCARB1,125251402,125358410
51560,NR_144351,chr12,6437937,6451242,TNFRSF1A,6427937,6461242
51561,NM_001065,chr12,6437937,6451242,TNFRSF1A,6427937,6461242
51567,NM_001346092,chr12,6437937,6451242,TNFRSF1A,6427937,6461242
51568,NM_001346091,chr12,6437937,6451242,TNFRSF1A,6427937,6461242
51569,NM_080730,chr12,6648126,6665208,IFFO1,6638126,6675208
51571,NM_001039670,chr12,6648126,6665208,IFFO1,6638126,6675208
51573,NM_001256799,chr12,6644429,6647537,GAPDH,6634429,6657537
51574,NM_001289745,chr12,6643682,6647537,GAPDH,6633682,6657537
51575,NM_001330324,chr12,6648126,6665208,IFFO1,6638126,6675208
51577,NM_002046,chr12,6643682,6647537,GAPDH,6633682,6657537
51579,NM_001193457,chr12,6648704,6665208,IFFO1,6638704,6675208
51582,NM_001289746,chr12,6643682,6647537,GAPDH,6633682,6657537
51585,NR_147129,chr12,6561207,6571482,TAPBPL,6551207,6581482
51586,NM_001351355,chr12,6561207,6571482,TAPBPL,6551207,6581482
51589,NM_001357943,chr12,6643682,6647537,GAPDH,6633682,6657537
51590,NM_001330325,chr12,6648126,6665208,IFFO1,6638126,6675208
51591,NM_014865,chr12,6603267,6641121,NCAPD2,6593267,6651121
51592,NR_036467,chr12,6648126,6665208,IFFO1,6638126,6675208
51594,NR_152150,chr12,6643682,6647537,GAPDH,6633682,6657537
51596,NM_018009,chr12,6561207,6571482,TAPBPL,6551207,6581482
51597,NR_147128,chr12,6561207,6571482,TAPBPL,6551207,6581482
51598,NR_147127,chr12,6561207,6571482,TAPBPL,6551207,6581482
51599,NR_147126,chr12,6560839,6571488,TAPBPL,6550839,6581488
51611,NM_001142961,chr12,6728000,6740815,LPAR5,6718000,6750815
51615,NM_020400,chr12,6728000,6745125,LPAR5,6718000,6755125
51675,NM_001297571,chr12,6950088,6956557,GNB3,6940088,6966557
51682,NM_002075,chr12,6950088,6956557,GNB3,6940088,6966557
51739,NM_001304566,chr12,7801995,7823195,APOBEC1,7791995,7833195
51740,NM_005889,chr12,7801995,7818504,APOBEC1,7791995,7828504
51741,NM_001644,chr12,7801995,7818504,APOBEC1,7791995,7828504
51785,NM_002355,chr12,9092956,9102241,M6PR,9082956,9112241
51790,NM_001207024,chr12,9092956,9102357,M6PR,9082956,9112357
51792,NM_000014,chr12,9220303,9268515,A2M,9210303,9278515
51793,NM_001347425,chr12,9220303,9268515,A2M,9210303,9278515
51794,NM_001347424,chr12,9220303,9268515,A2M,9210303,9278515
51798,NM_001347423,chr12,9220303,9268825,A2M,9210303,9278825
51859,NM_001172633,chr12,10310898,10324790,OLR1,10300898,10334790
51860,NM_001172632,chr12,10310898,10324790,OLR1,10300898,10334790
51863,NM_002543,chr12,10310899,10324731,OLR1,10300899,10334731
52019,NM_021957,chr12,21689040,21757781,GYS2,21679040,21767781
52247,NM_001374661,chr12,48235319,48298777,VDR,48225319,48308777
52248,NM_001374662,chr12,48235319,48298777,VDR,48225319,48308777
52249,NM_000376,chr12,48235319,48298777,VDR,48225319,48308777
52250,NM_001017536,chr12,48235319,48298777,VDR,48225319,48308777
52251,NM_001017535,chr12,48235319,48298777,VDR,48225319,48308777
52255,NM_001364085,chr12,48235319,48298777,VDR,48225319,48308777
52259,NM_001354738,chr12,48499898,48540187,PFKM,48489898,48550187
52260,NM_001354735,chr12,48499898,48540187,PFKM,48489898,48550187
52261,NM_000289,chr12,48513146,48540187,PFKM,48503146,48550187
52262,NM_001354742,chr12,48499035,48540187,PFKM,48489035,48550187
52263,NM_001354741,chr12,48499035,48540187,PFKM,48489035,48550187
52264,NM_001354739,chr12,48499898,48540187,PFKM,48489898,48550187
52265,NM_001354740,chr12,48513012,48540187,PFKM,48503012,48550187
52266,NM_001354748,chr12,48513012,48540187,PFKM,48503012,48550187
52267,NM_001363619,chr12,48513012,48540187,PFKM,48503012,48550187
52270,NM_001354744,chr12,48513012,48540187,PFKM,48503012,48550187
52271,NM_001354743,chr12,48499403,48540187,PFKM,48489403,48550187
52273,NM_001354737,chr12,48499898,48540187,PFKM,48489898,48550187
52274,NM_001354736,chr12,48499898,48540187,PFKM,48489898,48550187
52276,NM_001354746,chr12,48513012,48540187,PFKM,48503012,48550187
52278,NM_001354747,chr12,48499035,48540187,PFKM,48489035,48550187
52279,NM_001166686,chr12,48499705,48540187,PFKM,48489705,48550187
52281,NM_001166688,chr12,48516429,48540187,PFKM,48506429,48550187
52282,NM_001166687,chr12,48516429,48540187,PFKM,48506429,48550187
52283,NM_001354745,chr12,48513012,48540187,PFKM,48503012,48550187
52288,NR_148959,chr12,48513012,48540187,PFKM,48503012,48550187
52289,NR_148958,chr12,48513012,48540187,PFKM,48503012,48550187
52290,NR_148957,chr12,48513012,48540187,PFKM,48503012,48550187
52291,NR_148956,chr12,48513012,48540187,PFKM,48503012,48550187
52292,NR_148955,chr12,48499655,48540187,PFKM,48489655,48550187
52293,NR_148954,chr12,48513012,48540187,PFKM,48503012,48550187
52310,NM_001240,chr12,49082240,49110490,CCNT1,49072240,49120490
52311,NM_001277842,chr12,49082240,49110490,CCNT1,49072240,49120490
52413,NM_001257199,chr12,50497790,50505095,GPD1,50487790,50515095
52424,NM_005276,chr12,50497790,50505095,GPD1,50487790,50515095
53036,NM_000706,chr12,63536538,63544981,AVPR1A,63526538,63554981
53071,NM_018448,chr12,67663137,67713733,CAND1,67653137,67723733
53072,NM_001329675,chr12,67663137,67713733,CAND1,67653137,67723733
53073,NM_001329676,chr12,67663137,67713733,CAND1,67653137,67723733
53074,NM_001329674,chr12,67663137,67713733,CAND1,67653137,67723733
53392,NM_001111285,chr12,102811271,102874341,IGF1,102801271,102884341
53393,NM_001111284,chr12,102789651,102872328,IGF1,102779651,102882328
53394,NM_001111283,chr12,102789651,102874341,IGF1,102779651,102884341
53395,NM_000618,chr12,102789651,102874341,IGF1,102779651,102884341
53564,NM_002710,chr12,111157484,111180696,PPP1CC,111147484,111190696
53565,NM_001244974,chr12,111157615,111180696,PPP1CC,111147615,111190696
53580,NM_001204889,chr12,112204736,112255335,ALDH2,112194736,112265335
53587,NM_000690,chr12,112204736,112255335,ALDH2,112194736,112265335
53688,NM_000928,chr12,120759917,120765582,PLA2G1B,120749917,120775582
54230,NM_001204406,chr13,31287614,31338565,ALOX5AP,31277614,31348565
54234,NM_001629,chr13,31309679,31338563,ALOX5AP,31299679,31348563
54379,NM_001378924,chr13,47405680,47472217,HTR2A,47395680,47482217
54380,NM_000621,chr13,47405680,47471188,HTR2A,47395680,47481188
54381,NM_001165947,chr13,47405680,47471188,HTR2A,47395680,47481188
54763,NM_001354700,chr13,28535054,28543505,CDX2,28525054,28553505
54764,NM_001265,chr13,28535054,28543452,CDX2,28525054,28553452
55153,NR_002717,chr13,70681344,70713885,ATXN8OS,70671344,70723885
55163,NM_001730,chr13,73633142,73651676,KLF5,73623142,73661676
55164,NM_001286818,chr13,73629113,73651680,KLF5,73619113,73661680
55781,NM_006939,chr14,50583849,50698296,SOS2,50573849,50708296
55886,NM_001291712,chr14,64693424,64805331,ESR2,64683424,64815331
55887,NM_001437,chr14,64699746,64761128,ESR2,64689746,64771128
55888,NM_001271876,chr14,64694535,64749793,ESR2,64684535,64759793
55889,NM_001271877,chr14,64699746,64749793,ESR2,64689746,64759793
55893,NM_001291723,chr14,64693750,64805268,ESR2,64683750,64815268
55894,NM_001364837,chr14,64855070,64926743,MTHFD1,64845070,64936743
55895,NM_001214902,chr14,64693750,64749793,ESR2,64683750,64759793
55899,NM_001040275,chr14,64693750,64761128,ESR2,64683750,64771128
55900,NM_005956,chr14,64855070,64926743,MTHFD1,64845070,64936743
55907,NR_073497,chr14,64699746,64749793,ESR2,64689746,64759793
55908,NR_073496,chr14,64693424,64805331,ESR2,64683424,64815331
55964,NM_001204423,chr14,72398887,73033238,RGS6,72388887,73043238
55966,NM_001204424,chr14,72399145,73033238,RGS6,72389145,73043238
55967,NM_001370270,chr14,72398887,73033238,RGS6,72388887,73043238
55968,NM_001370275,chr14,72399145,73033238,RGS6,72389145,73043238
55969,NM_001370280,chr14,72399145,73033238,RGS6,72389145,73043238
55970,NM_001370286,chr14,72399145,73033238,RGS6,72389145,73043238
55971,NM_001370291,chr14,72399145,73033238,RGS6,72389145,73043238
55972,NM_001370292,chr14,72399145,73033238,RGS6,72389145,73043238
55973,NM_001204416,chr14,72399938,73033238,RGS6,72389938,73043238
55974,NM_001204418,chr14,72399938,73033238,RGS6,72389938,73043238
55975,NM_001204420,chr14,72399938,73033238,RGS6,72389938,73043238
55976,NM_001204421,chr14,72399938,73033238,RGS6,72389938,73043238
55977,NM_001204422,chr14,72399938,73033238,RGS6,72389938,73043238
55978,NM_001370274,chr14,72399938,73033238,RGS6,72389938,73043238
55979,NM_001370281,chr14,72399938,73033238,RGS6,72389938,73043238
55980,NM_004296,chr14,72399938,73033238,RGS6,72389938,73043238
55981,NM_001370271,chr14,72400243,73033238,RGS6,72390243,73043238
55982,NM_001370293,chr14,72400243,73033238,RGS6,72390243,73043238
55983,NM_001370289,chr14,72398887,73033238,RGS6,72388887,73043238
55984,NM_001370273,chr14,72399145,73033238,RGS6,72389145,73043238
55985,NM_001370282,chr14,72399145,73033238,RGS6,72389145,73043238
55986,NM_001370287,chr14,72399145,73033238,RGS6,72389145,73043238
55987,NM_001370294,chr14,72399145,73033238,RGS6,72389145,73043238
55988,NM_001204417,chr14,72399938,73033238,RGS6,72389938,73043238
55989,NM_001204419,chr14,72399938,73033238,RGS6,72389938,73043238
55990,NM_001370272,chr14,72399938,73033238,RGS6,72389938,73043238
55991,NM_001370276,chr14,72399938,73033238,RGS6,72389938,73043238
55992,NM_001370278,chr14,72399938,73033238,RGS6,72389938,73043238
55993,NM_001370279,chr14,72399938,73033238,RGS6,72389938,73043238
55994,NM_001370283,chr14,72399938,73033238,RGS6,72389938,73043238
55995,NM_001370290,chr14,72399938,73033238,RGS6,72389938,73043238
55996,NR_135235,chr14,72399938,73033238,RGS6,72389938,73043238
55997,NM_001370277,chr14,72400243,73033238,RGS6,72390243,73043238
55998,NM_001370284,chr14,72400243,73033238,RGS6,72390243,73043238
55999,NM_001370288,chr14,72400243,73033238,RGS6,72390243,73043238
56000,NM_001005745,chr14,73741917,73925286,NUMB,73731917,73935286
56001,NM_001005744,chr14,73741917,73925286,NUMB,73731917,73935286
56003,NM_003744,chr14,73741917,73925286,NUMB,73731917,73935286
56004,NM_007318,chr14,73603214,73690399,PSEN1,73593214,73700399
56005,NM_001320114,chr14,73741917,73925286,NUMB,73731917,73935286
56007,NM_000021,chr14,73603214,73690399,PSEN1,73593214,73700399
56008,NM_001005743,chr14,73741917,73925286,NUMB,73731917,73935286
56013,NR_033814,chr14,75348618,75370445,DLST,75338618,75380445
56015,NM_001933,chr14,75348618,75370445,DLST,75338618,75380445
56017,NR_045209,chr14,75348618,75370445,DLST,75338618,75380445
56038,NM_020431,chr14,77648140,77725838,TMEM63C,77638140,77735838
56360,NM_080649,chr14,20923384,20925926,APEX1,20913384,20935926
56361,NM_080648,chr14,20923384,20925926,APEX1,20913384,20935926
56362,NM_001244249,chr14,20923384,20925926,APEX1,20913384,20935926
56366,NM_001641,chr14,20923384,20925926,APEX1,20913384,20935926
56609,NM_001291556,chr14,24563519,24573334,PCK2,24553519,24583334
56616,NM_001018073,chr14,24563519,24569962,PCK2,24553519,24579962
56619,NM_001308054,chr14,24563519,24573334,PCK2,24553519,24583334
56621,NM_004563,chr14,24563519,24573334,PCK2,24553519,24583334
56716,NM_001911,chr14,25042723,25045456,CTSG,25032723,25055456
56791,NM_020529,chr14,35870719,35873955,NFKBIA,35860719,35883955
56991,NM_023000,chr14,58765221,58840451,ARID4A,58755221,58850451
56992,NM_023001,chr14,58765221,58840451,ARID4A,58755221,58850451
56995,NM_002892,chr14,58765272,58840591,ARID4A,58755272,58850591
57049,NM_001530,chr14,62162230,62214976,HIF1A,62152230,62224976
57051,NM_181054,chr14,62162230,62214976,HIF1A,62152230,62224976
57054,NM_001243084,chr14,62164339,62214977,HIF1A,62154339,62224977
57059,NM_030791,chr14,64150934,64194783,SGPP1,64140934,64204783
57272,NM_001375440,chr14,74946642,74960008,NPC2,74936642,74970008
57273,NM_006432,chr14,74946642,74960008,NPC2,74936642,74970008
57276,NM_001363688,chr14,74946637,74960215,NPC2,74936637,74970215
57284,NM_001244883,chr14,75348618,75358761,DLST,75338618,75368761
57314,NM_005252,chr14,75745530,75748933,FOS,75735530,75758933
57351,NM_013382,chr14,77741298,77787226,POMT2,77731298,77797226
57353,NM_001346134,chr14,77801363,77840252,TMED8,77791363,77850252
57354,NM_021257,chr14,77731833,77737655,NGB,77721833,77747655
57355,NM_001363703,chr14,77790881,77797940,GSTZ1,77780881,77807940
57356,NM_001312660,chr14,77787378,77797940,GSTZ1,77777378,77807940
57357,NM_145871,chr14,77787378,77797940,GSTZ1,77777378,77807940
57358,NM_145870,chr14,77787378,77797940,GSTZ1,77777378,77807940
57359,NM_001346133,chr14,77801371,77843437,TMED8,77791371,77853437
57360,NM_001346131,chr14,77801371,77843437,TMED8,77791371,77853437
57361,NM_213601,chr14,77801371,77843437,TMED8,77791371,77853437
57391,NM_001244984,chr14,81965153,82000205,SEL1L,81955153,82010205
57392,NM_005065,chr14,81937890,82000197,SEL1L,81927890,82010197
57535,NM_000295,chr14,94843083,94854939,SERPINA1,94833083,94864939
57536,NM_001127704,chr14,94843083,94856972,SERPINA1,94833083,94866972
57537,NM_001127703,chr14,94843083,94856972,SERPINA1,94833083,94866972
57538,NM_001127707,chr14,94843083,94856972,SERPINA1,94833083,94866972
57539,NM_001127706,chr14,94843083,94856972,SERPINA1,94833083,94866972
57540,NM_001127705,chr14,94843083,94856972,SERPINA1,94833083,94866972
57541,NM_001002236,chr14,94843083,94856972,SERPINA1,94833083,94866972
57544,NM_001127701,chr14,94843083,94856972,SERPINA1,94833083,94866972
57545,NM_001127702,chr14,94843083,94856972,SERPINA1,94833083,94866972
57546,NM_001002235,chr14,94843083,94856972,SERPINA1,94833083,94866972
57548,NM_001127700,chr14,94843083,94856972,SERPINA1,94833083,94866972
57557,NM_001085,chr14,95078727,95090390,SERPINA3,95068727,95100390
57561,NM_001384672,chr14,95078727,95090390,SERPINA3,95068727,95100390
57564,NM_001384673,chr14,95078727,95090390,SERPINA3,95068727,95100390
57565,NM_001384674,chr14,95078727,95090390,SERPINA3,95068727,95100390
57620,NM_006668,chr14,100150634,100193638,CYP46A1,100140634,100203638
58095,NM_148911,chr15,30653442,30685864,CHRFAM7A,30643442,30695864
58098,NM_139320,chr15,30652768,30685743,CHRFAM7A,30642768,30695743
58100,NR_046324,chr15,32322685,32462384,CHRNA7,32312685,32472384
58103,NM_000746,chr15,32322717,32465219,CHRNA7,32312717,32475219
58104,NM_001190455,chr15,32322717,32465219,CHRNA7,32312717,32475219
58244,NM_001347256,chr15,51500253,51535226,CYP19A1,51490253,51545226
58245,NM_001347255,chr15,51500253,51535442,CYP19A1,51490253,51545442
58246,NM_001347254,chr15,51500253,51536112,CYP19A1,51490253,51546112
58247,NM_001347253,chr15,51500253,51547986,CYP19A1,51490253,51557986
58248,NM_001347252,chr15,51500253,51570339,CYP19A1,51490253,51580339
58249,NM_001347251,chr15,51500253,51574459,CYP19A1,51490253,51584459
58250,NM_001347249,chr15,51500253,51610694,CYP19A1,51490253,51620694
58251,NM_001347250,chr15,51500253,51580535,CYP19A1,51490253,51590535
58252,NM_001347248,chr15,51500253,51616121,CYP19A1,51490253,51626121
58257,NM_000103,chr15,51500253,51630793,CYP19A1,51490253,51640793
58261,NM_031226,chr15,51500253,51630793,CYP19A1,51490253,51640793
58360,NM_000236,chr15,58724189,58862043,LIPC,58714189,58872043
58362,NM_001110,chr15,58881007,59041906,ADAM10,58871007,59051906
58369,NM_001320570,chr15,58881007,59041906,ADAM10,58871007,59051906
58381,NM_001145646,chr15,63569748,63601325,APH1B,63559748,63611325
58382,NM_031301,chr15,63569803,63601325,APH1B,63559803,63611325
58438,NM_005902,chr15,67357939,67487505,SMAD3,67347939,67497505
58575,NM_001320942,chr15,78730762,78793795,IREB2,78720762,78803795
58576,NM_001354994,chr15,78729772,78793798,IREB2,78719772,78803798
58579,NR_046313,chr15,78885394,78913338,CHRNA3,78875394,78923338
58580,NM_001320941,chr15,78730557,78793795,IREB2,78720557,78803795
58582,NM_000743,chr15,78887650,78913338,CHRNA3,78877650,78923338
58583,NM_001166694,chr15,78885394,78913338,CHRNA3,78875394,78923338
58585,NM_004136,chr15,78730557,78793795,IREB2,78720557,78803795
58696,NM_001369268,chr15,89346666,89418584,ACAN,89336666,89428584
58698,NM_001135,chr15,89346673,89418585,ACAN,89336673,89428585
58702,NM_013227,chr15,89346673,89418585,ACAN,89336673,89428585
58769,NM_000875,chr15,99191767,99507759,IGF1R,99181767,99517759
58771,NM_001291858,chr15,99191767,99507759,IGF1R,99181767,99517759
58772,NM_001365209,chr15,100106188,100256693,MEF2A,100096188,100266693
58773,NM_001365208,chr15,100106188,100256693,MEF2A,100096188,100266693
58774,NM_001130926,chr15,100106132,100256693,MEF2A,100096132,100266693
58782,NM_001365207,chr15,100106188,100256693,MEF2A,100096188,100266693
58783,NM_001365206,chr15,100106188,100256693,MEF2A,100096188,100266693
58784,NM_001365205,chr15,100106188,100256693,MEF2A,100096188,100266693
58785,NM_001365204,chr15,100106188,100256693,MEF2A,100096188,100266693
58798,NM_001365210,chr15,100106188,100221155,MEF2A,100096188,100231155
58799,NM_001365203,chr15,100106188,100256693,MEF2A,100096188,100266693
58800,NM_001352618,chr15,100106188,100256693,MEF2A,100096188,100266693
58803,NM_001319206,chr15,100106188,100256693,MEF2A,100096188,100266693
58804,NM_001365211,chr15,100106188,100221155,MEF2A,100096188,100231155
58805,NM_005587,chr15,100106188,100256693,MEF2A,100096188,100266693
58806,NM_001365202,chr15,100106188,100256693,MEF2A,100096188,100266693
58807,NM_001365201,chr15,100106188,100256693,MEF2A,100096188,100266693
58810,NM_001171894,chr15,100106188,100256693,MEF2A,100096188,100266693
58813,NM_001352616,chr15,100106687,100256693,MEF2A,100096687,100266693
58814,NM_001352615,chr15,100106188,100256693,MEF2A,100096188,100266693
58815,NM_001352614,chr15,100106188,100256693,MEF2A,100096188,100266693
58816,NM_001352617,chr15,100105621,100256693,MEF2A,100095621,100266693
58818,NM_001130927,chr15,100106188,100256693,MEF2A,100096188,100266693
59848,NM_001145102,chr15,67418053,67487533,SMAD3,67408053,67497533
59849,NM_001145103,chr15,67430358,67487533,SMAD3,67420358,67497533
59850,NM_001145104,chr15,67458492,67487533,SMAD3,67448492,67497533
60035,NM_001127190,chr15,75074420,75095538,CSK,75064420,75105538
60036,NM_001354988,chr15,75080884,75095538,CSK,75070884,75105538
60038,NM_001319217,chr15,75011882,75017869,CYP1A1,75001882,75027869
60039,NM_000499,chr15,75011882,75017869,CYP1A1,75001882,75027869
60040,NM_004383,chr15,75074424,75095539,CSK,75064424,75105539
60041,NM_001319216,chr15,75011882,75017869,CYP1A1,75001882,75027869
60155,NM_001320943,chr15,78730557,78769042,IREB2,78720557,78779042
60166,NM_001256567,chr15,78916452,78933552,CHRNB4,78906452,78943552
60167,NM_000750,chr15,78916452,78933552,CHRNB4,78906452,78943552
60507,NM_001130928,chr15,100173182,100256693,MEF2A,100163182,100266693
60864,NM_005236,chr16,14014010,14046205,ERCC4,14004010,14056205
61089,NM_001286085,chr16,56995861,57017757,CETP,56985861,57027757
61091,NM_000078,chr16,56995861,57017757,CETP,56985861,57027757
61474,NM_003345,chr16,1359636,1377018,UBE2I,1349636,1387018
61480,NM_194261,chr16,1359152,1377018,UBE2I,1349152,1387018
61481,NM_194260,chr16,1359152,1377018,UBE2I,1349152,1387018
61482,NM_194259,chr16,1359636,1377018,UBE2I,1349636,1387018
61720,NM_000243,chr16,3292026,3306633,MEFV,3282026,3316633
61721,NM_001198536,chr16,3292026,3306633,MEFV,3282026,3316633
61785,NM_001286269,chr16,4526340,4560348,HMOX2,4516340,4570348
61786,NM_001286268,chr16,4526340,4560348,HMOX2,4516340,4570348
61787,NM_001127206,chr16,4524703,4560348,HMOX2,4514703,4570348
61788,NM_001127205,chr16,4545858,4560348,HMOX2,4535858,4570348
61790,NM_001286270,chr16,4545819,4560348,HMOX2,4535819,4570348
61792,NM_001286271,chr16,4526340,4560348,HMOX2,4516340,4570348
61795,NM_002134,chr16,4526398,4560348,HMOX2,4516398,4570348
61796,NM_001127204,chr16,4526340,4560348,HMOX2,4516340,4570348
61797,NM_001286267,chr16,4526340,4560348,HMOX2,4516340,4570348
62056,NM_001261841,chr16,19429204,19510434,TMC5,19419204,19520434
62057,NM_001308161,chr16,19421860,19510434,TMC5,19411860,19520434
62058,NM_024780,chr16,19467782,19510434,TMC5,19457782,19520434
62059,NM_001105249,chr16,19422056,19510434,TMC5,19412056,19520434
62060,NM_001105248,chr16,19422056,19510434,TMC5,19412056,19520434
62477,NM_000294,chr16,30759745,30772497,PHKG2,30749745,30782497
62480,NM_001172432,chr16,30759619,30772501,PHKG2,30749619,30782501
62652,NM_018206,chr16,46690043,46723090,VPS35,46680043,46733090
63099,NM_000196,chr16,67465023,67471454,HSD11B2,67455023,67481454
63218,NM_001025433,chr16,69743303,69760463,NQO1,69733303,69770463
63219,NM_001286137,chr16,69743303,69760463,NQO1,69733303,69770463
